P_twap,P_usd
103.17412905066736,103.06496292272261
96.96916187883632,96.84321790998072
100.94975624325413,100.91783801081665
89.98114520569413,89.66577478133786
107.74081325735487,107.50361007236569
88.00972534608469,87.65244570244629
91.90672819901562,91.13549155063673
97.29802368542408,97.130208387041
99.02068824280092,98.87362617145621
97.02232757241754,96.87915717464149
105.8157805309991,105.59051297425216
90.18990258094733,89.74085517612507
99.20988060816113,98.9464701533827
107.50279418664418,107.36499872479523
94.41972599230705,94.03464390623839
109.66217372335082,109.30073373866469
94.84218349576535,94.70694042518899
99.25315594811201,99.05544239459736
92.14146468506755,91.80221581565664
97.1138977583038,97.05999185552555
86.90023842889035,86.20872809555271
103.67586303463308,102.91305760748335
95.3929605178376,95.12910340631937
100.19486572209743,100.08326035883428
105.00125429562982,104.77813644746954
101.75105253531443,101.69057027281855
88.03860871575834,87.67033754318025
90.23679195856138,89.82622558875248
102.43767532187776,102.36761824563241
96.63185424274499,96.52954947456251
92.28640964189772,92.18860776499442
94.09828199176607,93.82309143903517
94.13682594009316,93.774455582798
104.02227799895957,103.95979832375443
85.86065015538024,85.31417645914745
85.93882344814358,85.35298330223182
88.0420423734227,87.50154695716618
102.34904384881953,102.08407236960117
100.64530678475698,100.45667572669062
98.58173514093181,98.26419020343113
98.74248286166994,98.56840998303548
102.7341450921273,102.59913272975767
95.74625420298011,95.14706852975043
95.35989478657281,94.98512860920782
104.81518725971027,104.73412945631812
83.42788989091392,82.98566485653355
93.22093632814534,93.13237364837337
87.27176782378736,86.77364472098205
104.22010564744534,103.99095419330449
96.51847649346416,96.06688322915561
108.98358337667234,108.70111913286442
112.61408461312543,111.98091802360875
93.78249729636187,93.70732383690277
101.47059229375223,101.13857026360162
101.30631870814506,100.92828159264856
91.37779412110459,91.10633854427742
103.59475752463648,103.47062959016706
91.78421643469244,91.29571227744204
95.11332069076678,95.00595406834866
92.38191137774274,92.20512935068332
83.00390637999048,81.80944255584188
116.89770400550306,115.81395508940129
102.0075086385437,101.92118828896584
101.56680755727344,101.29936362495225
109.7173371735017,109.56693471274039
89.9274576759174,89.687356363357
96.27712450833101,96.1741894525068
92.23697871835284,91.92858776674571
102.30650653098839,102.19296432424346
100.55309161891418,100.44563441859532
95.80531091889412,95.72588216432845
93.87625739039129,93.58016090838898
93.13925763621879,93.02744535168081
98.58373596633388,98.52486186408318
100.00766172936021,99.85216185441158
104.33842547301153,104.23027633555671
94.24719174992696,94.13477368670537
101.52998794851239,101.44107457042527
84.55534365641955,83.70627880239566
99.49253658464637,99.26814227429696
100.6101345860543,100.10814212471753
94.86418099179662,94.47583148197681
99.33198715337141,99.25569187089073
86.12315335685348,85.14989432839074
104.289063873793,104.132935467949
99.73953715367256,99.161188794416
87.00996517311712,85.75852394068949
99.4787939289214,99.33023061901422
92.13843323961386,91.79550482407973
99.76378374214384,99.55567582490652
101.30139196989887,101.07874455190094
89.30266085768999,89.06008587169785
81.4705805632504,81.01072289304763
95.8366702130324,95.52918908873649
92.32195923487579,92.05585181067437
98.19793371192918,98.11387722636366
97.3503490679229,97.2864517750907
98.90148331856335,98.7118425379926
88.64885947967866,88.26367967334333
93.37866856422514,93.21911384934542
93.84253625116038,93.64578968726502
88.47859612215234,88.10162022574059
94.22096939618285,93.99327106593758
102.02290737297344,101.95408006032255
102.61684337128192,102.44179862684788
106.55517885270568,106.37124349845173
90.92690389160303,90.74396915227851
93.6093429587667,93.48303980007066
107.23263821446541,107.02566598534108
93.92061124169493,93.81073978409924
112.61506577053575,112.20251419702846
92.97887573695192,92.84078535657683
107.19004982298343,107.0200546244103
101.27974458813637,101.20832638202603
95.68419818611595,95.53777189120017
88.48530637551254,88.10959844522903
112.08279351337337,111.89183403084847
95.90380210660483,95.82010027924679
80.06255895848503,79.10407194174677
101.67168169592493,101.59876843341158
